1,지푸라기라도 잡고 싶은 짐승들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=179181,"[모든 것은 돈 가방과 함께 시작되었다.]
 
 사라진 애인 때문에 사채 빚에 시달리며 한 탕을 꿈꾸는 태영.
 아르바이트로 가족의 생계를 이어가는 가장 중만.
 과거를 지우고 새 인생을 살기 위해 남의 것을 탐하는 연희.
 
 벼랑 끝에 몰린 그들 앞에 거액의 돈 가방이 나타나고,
 마지막 기회라 믿으며 돈 가방을 쫓는 그들에게 예기치 못한 사건들이 발생한다.
 
 [“큰돈 들어왔을 땐 아무도 믿음 안돼”]
 
 고리대금업자 박사장, 빚 때문에 가정이 무너진 미란, 불법체류자 진태,
 가족의 생계가 먼저인 영선, 기억을 잃은 순자까지...
 
 절박한 상황 속 서로 속고 속이며 돈 가방을 쫓는 그들은
 인생을 바꿀 수 있는 마지막 한탕을 계획한다."
2,작은 아씨들,https://movie.naver.com/movie/bi/mi/basic.nhn?code=186613,"배우가 되고 싶은 첫째 메그(엠마 왓슨)
 작가가 되고 싶은 둘째 조(시얼샤 로넌)
 음악가가 되고 싶은 셋째 베스(엘리자 스캔런)
 화가가 되고 싶은 막내 에이미(플로렌스 퓨)
 이웃집 소년 로리(티모시 샬라메)는 네 자매를 우연히 알게되고
 각기 다른 개성의 네 자매들과 인연을 쌓아간다.
 
 7년 후, 어른이 된 그들에겐
 각기 다른 숙제가 놓이게 되는데…"
3,히트맨,https://movie.naver.com/movie/bi/mi/basic.nhn?code=185838,"웹툰 작가가 되고 싶어 국정원을 탈출한  비밀 프로젝트 방패연 출신 전설의 암살요원 '준'. 그러나 현실은 연재하는 작품마다 역대급 악플만 받을 뿐이다. 술김에 그리지 말아야 할 1급 기밀을 그려버리고 예상치 않게 웹툰은 하루아침에 초대박이 나지만, 그로 인해 '준'은 국정원과 테러리스트의 더블 타깃이 되는데...  웹툰 작가가 된 전설의 암살요원, 그의 히트 본능이 깨어난다!"
